predicate_raw,memories,relation_type,arity,similarity
jewelry_lent,1,other,unknown,0.203
jewelry_for_sale,1,other,unknown,0.279
jewelry_cleaning_needs,1,other,unknown,0.187
jewelry_cataloging_method,1,other,unknown,0.217
jewelry_brand_recommendations,1,recommended,speech,0.243
jewelry_borrowed,1,owns,set,0.379
jewelry_appraiser_resources,1,other,unknown,0.266
japchae_recipe,1,other,unknown,0.346
japan_travel_resources,1,other,unknown,0.301
japan_travel_instagram,1,other,unknown,0.264
jam_flavors,1,other,unknown,0.221
itinerary_plans,1,planned_event,event,0.483
items_to_sell,1,owns,set,0.401
items_for_sale,1,owns,set,0.384
italian_recipe_recommendation,1,recommended,speech,0.353
it_tasks,1,works_at,single,0.358
invitation_style,1,attended,set,0.418
invitation_details,1,attended,set,0.430
investment_apps,1,financial_activity,set,0.408
inventions,1,other,unknown,0.282
interpersonal_conflict,1,other,unknown,0.320
internet_speed_issue,1,other,unknown,0.106
internet_speed,1,other,unknown,0.162
internet_provider,1,used_service,set,0.457
internet_plan,1,planned_event,event,0.294
internet_connection,1,other,unknown,0.195
interior_design_plans,1,planned_event,event,0.236
interested_recipes,1,cooked,set,0.527
intended_cleaning_products,1,other,unknown,0.263
insurance_recommendations,1,recommended,speech,0.391
insurance_provider,1,used_service,set,0.353
insurance_deductible,1,other,unknown,0.143
instrumentsfinder_brands,1,other,unknown,0.279
instruments_tried,1,other,unknown,0.165
instruments_owned,1,owns,set,0.491
instruments_learning,1,other,unknown,0.265
instrument_upgrade_plan,1,planned_event,event,0.191
instrument_skills,1,other,unknown,0.265
instrument_shopping,1,other,unknown,0.254
instrument_accessories,1,other,unknown,0.322
instructor,1,other,unknown,0.330
instagram_posting_frequency,1,other,unknown,0.157
instagram_post_stats,1,other,unknown,0.196
instagram_post_likes,1,prefers,single,0.370
instagram_poll,1,other,unknown,0.291
instagram_milestone,1,milestone,event,0.595
instagram_metrics,1,other,unknown,0.236
instagram_hashtag,1,other,unknown,0.173
instagram_handle,1,other,unknown,0.177
instagram_growth,1,other,unknown,0.231
instagram_groups,1,other,unknown,0.240
instagram_goals,1,current_goal,single,0.547
instagram_giveaway_prize,1,other,unknown,0.159
instagram_giveaway_plans,1,planned_event,event,0.271
instagram_follower_count,1,other,unknown,0.243
instagram_feature_usage,1,other,unknown,0.233
instagram_content_plans,1,planned_event,event,0.292
instagram_content_focus,1,other,unknown,0.225
instagram_comments_received,1,other,unknown,0.200
instagram_activity,1,other,unknown,0.269
insole_recommendations,1,recommended,speech,0.392
injury_history,1,event_occurred,event,0.359
injury,1,other,unknown,0.282
injuries,1,other,unknown,0.280
inherited_items,1,owns,set,0.561
inhaler_brand,1,other,unknown,0.162
inhaler,1,other,unknown,0.209
ingredients_learned,1,other,unknown,0.273
ingredients,1,other,unknown,0.272
ingredient_substitution,1,other,unknown,0.245
ingredient_shelf_life,1,other,unknown,0.252
ingredient_recommendation,1,recommended,speech,0.326
ingredient_prep,1,cooked,set,0.419
infrastructure_projects,1,other,unknown,0.272
influencer_recommendation,1,recommended,speech,0.395
industry_resources,1,other,unknown,0.295
industry_challenges,1,other,unknown,0.215
indoor_plant_recommendations,1,recommended,speech,0.501
indoor_garden_plans,1,planned_event,event,0.517
indigenous_organizations_to_support,1,other,unknown,0.260
indian_scarf_types,1,other,unknown,0.200
indian_scarf_fabrics,1,other,unknown,0.144
indian_cookbook_authors,1,cooked,set,0.365
income_source,1,financial_activity,set,0.372
income_inequality_policies,1,other,unknown,0.316
income_inequality_causes,1,other,unknown,0.269
immune_support_recommendation,1,recommended,speech,0.297
immigration_documents,1,other,unknown,0.224
idol_group,1,other,unknown,0.178
iceland_tour_preference,1,other,unknown,0.327
iceland_tour_operators,1,other,unknown,0.295
iceland_accommodations,1,other,unknown,0.245
ibadan_business_challenges,1,other,unknown,0.173
hydro_flask_warranty,1,other,unknown,0.110
hydro_flask_specs,1,other,unknown,0.092
hydro_flask_maintenance,1,other,unknown,0.152
hydration_advice,1,recommended,speech,0.193
hunting_trip,1,visited,set,0.383
hunting_license,1,other,unknown,0.266
humidifier_recommendation,1,recommended,speech,0.302
howard_university_initiatives,1,other,unknown,0.267
housing_preference,1,lives_in,single,0.523
housing_features,1,lives_in,single,0.468
housing_budget,1,financial_activity,set,0.390
houseplant_status,1,grows,set,0.417
household_tasks,1,grows,set,0.383
household_supplies,1,grows,set,0.411
household_chores,1,other,unknown,0.349
household_budget,1,financial_activity,set,0.476
house_yard_description,1,grows,set,0.408
house_purchase_price,1,other,unknown,0.177
house_offer_plan,1,planned_event,event,0.271
house_offer_contingency,1,other,unknown,0.296
house_listing_price,1,other,unknown,0.242
hotel_room_types,1,other,unknown,0.246
hotel_room_preference,1,other,unknown,0.327
hotel_requirements,1,other,unknown,0.261
hotel_recommendations_streeterville,1,other,unknown,0.240
hotel_recommendations_river_north,1,other,unknown,0.273
hotel_preference,1,visited,set,0.395
hotel_pet_policy,1,owns_pet,single,0.550
hotel_info,1,other,unknown,0.328
hotel_feedback,1,other,unknown,0.290
hotel_experience,1,visited,set,0.365
hotel_choice,1,visited,set,0.412
hotel_child_policy,1,other,unknown,0.291
hotel_check_out,1,other,unknown,0.349
hotel_check_in,1,visited,set,0.350
hotel_breakfast_hours,1,routine,single,0.375
hotel_bookings,1,other,unknown,0.277
hosted_events,1,planned_event,event,0.526
horse,1,other,unknown,0.306
honeymoon_fund_platforms,1,other,unknown,0.287
homestead_exemption,1,other,unknown,0.303
homemade_products,1,other,unknown,0.311
homemade_goods,1,grows,set,0.356
home_warranty_provider,1,other,unknown,0.335
home_to_station_distance,1,other,unknown,0.302
home_status,1,lives_in,single,0.509
home_search_duration,1,other,unknown,0.293
home_region,1,lives_in,single,0.377
home_purchase_price,1,other,unknown,0.177
home_office_upgrades,1,other,unknown,0.223
home_office_supplies,1,other,unknown,0.300
home_office_light_recommendations,1,recommended,speech,0.311
home_office_light,1,other,unknown,0.233
home_neighborhood,1,lives_in,single,0.559
home_move_date,1,other,unknown,0.331
home_loan_consideration,1,other,unknown,0.306
home_insurance_quotes,1,other,unknown,0.313
home_insurance,1,other,unknown,0.343
home_improvements,1,other,unknown,0.329
home_improvement_resource,1,other,unknown,0.276
home_improvement_recommendation,1,recommended,speech,0.430
home_improvement_project,1,other,unknown,0.316
home_improvement,1,other,unknown,0.316
home_features,1,lives_in,single,0.407
home_electronics,1,other,unknown,0.227
home_decor_purchase,1,acquired,set,0.319
home_decor_context,1,lives_in,single,0.373
home_budget,1,financial_activity,set,0.398
holiday_plans,1,planned_event,event,0.438
holiday_message,1,other,unknown,0.239
hobby_duration,1,practises_hobby,set,0.656
hobby_activity,1,practises_hobby,set,0.818
hobbies_interest,1,practises_hobby,set,0.596
hobbies_equipment,1,owns,set,0.559
hm_trips,1,visited,set,0.452
himss_innovation_center_location,1,other,unknown,0.157
himss_conference_timing,1,other,unknown,0.337
hiking_trail_selection,1,other,unknown,0.302
hiking_trail_details,1,other,unknown,0.283
hiking_trail,1,other,unknown,0.322
hiking_tour_operators,1,other,unknown,0.339
hiking_preferences,1,prefers,single,0.385
hiking_history,1,event_occurred,event,0.353
hiking_experience,1,other,unknown,0.338
hiking_companions,1,other,unknown,0.282
hiking_boots_owned,1,owns,set,0.389
hiking_boots_interest,1,other,unknown,0.190
hiking_apps,1,other,unknown,0.236
hiking_activity,1,practises_hobby,set,0.354
hiking,1,other,unknown,0.326
hike_duration,1,other,unknown,0.251
high_school_reunion,1,attended,set,0.366
high_school_graduation_year,1,milestone,event,0.523
hhn_visits,1,visited,set,0.357
hhn_purchases,1,acquired,set,0.255
hhn_activities,1,practises_hobby,set,0.407
herbs_grown,1,grows,set,0.463
herbal_tea_preference,1,other,unknown,0.289
herb_sales,1,grows,set,0.363
helmet,1,other,unknown,0.209
heirloom_item,1,owns,set,0.423
healthy_food_recommendations,1,recommended,speech,0.385
healthy_desserts,1,other,unknown,0.334
healthcare_organizations,1,works_at,single,0.353
healthcare_initiatives,1,health_status,single,0.370
health_tracking_apps,1,health_status,single,0.481
health_tracking,1,health_status,single,0.484
health_symptoms,1,health_status,single,0.600
health_recommendations,1,recommended,speech,0.479
health_device,1,health_status,single,0.466
hashtag_research_tools,1,other,unknown,0.286
hashtag_research_tool,1,other,unknown,0.274
harmonica_repair_services,1,other,unknown,0.198
hardware_owned,1,owns,set,0.471
happy_hour_info,1,other,unknown,0.254
handpan_notes,1,other,unknown,0.188
handbag_purchase,1,acquired,set,0.385
handbag_plans,1,planned_event,event,0.300
handbag_ownership,1,owns,set,0.617
hallway_light_fixture,1,other,unknown,0.159
halloween_plans,1,planned_event,event,0.340
haircut_post_engagement,1,other,unknown,0.219
haircut_post,1,other,unknown,0.165
haircare_recommendations,1,recommended,speech,0.375
hair_supplements,1,other,unknown,0.188
hair_removal_methods,1,other,unknown,0.113
hair_care_recommendation,1,recommended,speech,0.377
habit_tracking_apps,1,routine,single,0.404
habit,1,routine,single,0.488
h1n1_dataset_variables,1,other,unknown,0.086
h1n1_dataset_info,1,other,unknown,0.132
gym_visits,1,visited,set,0.379
gym_visit,1,other,unknown,0.324
gym_supplies,1,other,unknown,0.245
gym_routine,1,routine,single,0.565
gym_membership,1,other,unknown,0.242
gym_attendance,1,attended,set,0.434
gujarati_dishes,1,other,unknown,0.314
guitar_tuning,1,other,unknown,0.120
guitar_teacher,1,other,unknown,0.238
guitar_songs_learning,1,other,unknown,0.243
guitar_practice_focus,1,other,unknown,0.285
guitar_ownership_duration,1,owns,set,0.406
guitar_maintenance_tools,1,uses_tool,single,0.423
guitar_lessons_start_date,1,other,unknown,0.205
guitar_lesson_progress,1,other,unknown,0.273
guitar_learning_youtube,1,other,unknown,0.246
guitar_learning_platforms,1,other,unknown,0.194
guitar_learning_goals,1,current_goal,single,0.285
guitar_learning_apps,1,other,unknown,0.204
guitar_gear_resources,1,other,unknown,0.303
guitar_gear_books,1,other,unknown,0.316
guitar_experience,1,other,unknown,0.211
guitar_cables,1,other,unknown,0.120
guitar_amp,1,other,unknown,0.209
guest_list,1,other,unknown,0.321
gst_rate,1,other,unknown,0.159
group_logo,1,other,unknown,0.266
group_chats,1,other,unknown,0.299
group_admin_roles,1,team_size,single,0.362
group_activities,1,practises_hobby,set,0.390
grocery_stores,1,other,unknown,0.333
grocery_spending_goal,1,current_goal,single,0.449
grocery_spend,1,financial_activity,set,0.525
grocery_service_recommendation,1,recommended,speech,0.398
grocery_savings,1,financial_activity,set,0.418
grocery_frequency,1,other,unknown,0.312
grocery_budget,1,financial_activity,set,0.354
groceries_purchased,1,acquired,set,0.358
grinder_recommendation,1,recommended,speech,0.265
grill_recommendations,1,recommended,speech,0.248
grill_interest,1,other,unknown,0.245
gre_score,1,other,unknown,0.132
gratitude_practice,1,other,unknown,0.259
gratitude_journal_start_date,1,other,unknown,0.325
grandparents_age,1,other,unknown,0.211
grandmother_age,1,other,unknown,0.202
grandma_status,1,relationship_status,single,0.386
grandma_food_preference,1,dietary_rule,single,0.388
grandma_favorite_sitcom,1,other,unknown,0.237
grandma_age,1,other,unknown,0.198
graduate_school_research_resources,1,studies,single,0.366
gps_logger_recommendations,1,recommended,speech,0.282
government_tax_credit,1,other,unknown,0.217
golf_resources,1,other,unknown,0.260
golf_advice,1,recommended,speech,0.227
gochugaru_brand_recommendations,1,recommended,speech,0.208
goats,1,other,unknown,0.181
goat_water_trough,1,other,unknown,0.052
goat_pasture_rotation,1,other,unknown,0.106
goat_names,1,other,unknown,0.132
goat_enclosure_maintenance,1,other,unknown,0.211
goat_benefits,1,other,unknown,0.159
goal_setting_strategy,1,current_goal,single,0.636
goal,1,current_goal,single,0.618
gmat_study_recommendations,1,recommended,speech,0.403
giveaway_wins,1,other,unknown,0.236
git_command_recommendation,1,recommended,speech,0.222
gin_owned,1,owns,set,0.364
gin_brands_experimented,1,other,unknown,0.184
gifts_received,1,acquired,set,0.396
gift_theme,1,other,unknown,0.265
gift_tag_design,1,other,unknown,0.292
gift_subscription_interest,1,other,unknown,0.328
gift_spending,1,financial_activity,set,0.444
gift_site_recommendations,1,recommended,speech,0.345
gift_search_criteria,1,other,unknown,0.297
gift_recommendation,1,recommended,speech,0.377
gift_projects,1,other,unknown,0.275
gift_preference,1,prefers,single,0.468
gift_planned,1,acquired,set,0.367
gift_given,1,acquired,set,0.375
gift_decision,1,acquired,set,0.428
gift_customization,1,other,unknown,0.292
gift_card_recommendation,1,recommended,speech,0.327
gift_card_possession,1,acquired,set,0.533
getty_museum_apps,1,other,unknown,0.222
german_learning_resources,1,other,unknown,0.301
geometric_print_recommendations,1,recommended,speech,0.225
geology_fact,1,other,unknown,0.248
genealogy_services,1,other,unknown,0.339
gender_transition,1,changed_state,event,0.384
gear_owned,1,owns,set,0.629
gardening_workshop_attendance,1,attended,set,0.530
gardening_tracker,1,grows,set,0.413
gardening_tasks,1,grows,set,0.583
gardening_purchases,1,acquired,set,0.578
gardening_plans,1,planned_event,event,0.609
gardening_fertilization,1,grows,set,0.485
gardening_equipment,1,owns,set,0.545
gardening_books,1,grows,set,0.560
gardening_apps,1,grows,set,0.512
gardening_advice,1,recommended,speech,0.620
gardening_activity,1,grows,set,0.622
garden_recommendations,1,recommended,speech,0.570
garden_plant_recommendation,1,recommended,speech,0.565
garden_plans,1,planned_event,event,0.568
garden_bed,1,grows,set,0.445
gaming_time,1,other,unknown,0.229
gaming_routine,1,routine,single,0.484
gaming_preferences,1,prefers,single,0.481
gaming_partners,1,other,unknown,0.240
gaming_habits,1,routine,single,0.379
gaming_console,1,other,unknown,0.162
gaming_community_resources,1,other,unknown,0.230
gaming_chair,1,other,unknown,0.233
gaming_budget,1,financial_activity,set,0.291
gaming_achievements,1,other,unknown,0.316
